id	name	wiki_title	description	wiki_url
DOID:2531	ung thư huyết học	Tumors of the hematopoietic and lymphoid tissues	"Khối u của các mô tạo máu và bạch huyết (tiếng Anh Mỹ) hoặc khối u của các mô tạo máu và bạch huyết (tiếng Anh Anh) là những khối u ảnh hưởng đến máu, tủy xương, bạch huyết và hệ bạch huyết. Bởi vì các mô này đều được kết nối mật thiết thông qua cả hệ thống tuần hoàn và hệ thống miễn dịch, một căn bệnh ảnh hưởng đến một mô thường cũng sẽ ảnh hưởng đến các mô khác, làm cho chứng bất sản, tăng sinh tủy và tăng sinh lympho (và do đó là bệnh bạch cầu, u tủy và u lympho) có liên quan chặt chẽ với nhau và thường là các vấn đề chồng chéo. Mặc dù không phổ biến ở các khối u rắn, nhưng sự chuyển đoạn nhiễm sắc thể là nguyên nhân phổ biến của những bệnh này. Điều này thường dẫn đến một cách tiếp cận khác trong chẩn đoán và điều trị các khối u ác tính về huyết học. Các khối u ác tính về huyết học là các khối u ác tính (""ung thư"") và chúng thường được điều trị bởi các chuyên gia về huyết học và/hoặc ung thư.  Ở một số trung tâm, ""huyết học/ung thư"" là một chuyên khoa riêng của nội khoa trong khi ở những trung tâm khác, chúng được coi là các bộ phận riêng biệt (cũng có bác sĩ ung thư phẫu thuật và xạ trị).  Không phải tất cả các rối loạn về huyết học đều ác tính (""ung thư""); những tình trạng máu khác này cũng có thể được bác sĩ huyết học quản lý. Các khối u ác tính về huyết học có thể xuất phát từ một trong hai dòng tế bào máu chính: dòng tế bào tủy và dòng bạch huyết.  Dòng tế bào tủy thường tạo ra bạch cầu hạt, hồng cầu, tiểu cầu, đại thực bào và tế bào mast; dòng tế bào bạch huyết tạo ra các tế bào B, T, NK và plasma. U lympho, bệnh bạch cầu lymphocytic và u tủy là từ dòng bạch huyết, trong khi bệnh bạch cầu tủy cấp tính và mãn tính, hội chứng rối loạn sinh tủy và bệnh tăng sinh tủy có nguồn gốc từ tủy. Một phân nhóm trong số đó nghiêm trọng hơn và được gọi là khối u ác tính về huyết học (tiếng Anh Anh)/khối u ác tính về huyết học (tiếng Anh Mỹ) hoặc ung thư máu. Chúng cũng có thể được gọi là khối u lỏng."	https://en.wikipedia.org/wiki/Tumors_of_the_hematopoietic_and_lymphoid_tissues
DOID:2596	ung thư thanh quản	Laryngeal cancer	Ung thư thanh quản là một loại ung thư có thể phát triển ở bất kỳ phần nào của thanh quản (hộp thoại). Nó thường là ung thư biểu mô tế bào vảy, phản ánh nguồn gốc của nó từ biểu mô của thanh quản. Tiên lượng bị ảnh hưởng bởi vị trí của khối u. Với mục đích xác định giai đoạn, thanh quản được chia thành ba vùng giải phẫu: thanh môn (dây thanh âm thật, mép trước và sau); cơ trên thanh thiệt (nắp thanh quản, nếp thanh thiệt, nếp thanh thiệt và dây giả); và hạ thanh môn. Hầu hết các bệnh ung thư thanh quản đều bắt nguồn từ thanh môn, với các khối u trên thanh môn và dưới thanh môn ít gặp hơn. Ung thư thanh quản có thể lây lan bằng cách: lan trực tiếp đến các cấu trúc lân cận, di căn đến các hạch bạch huyết vùng cổ hoặc qua đường máu. Vị trí di căn xa phổ biến nhất là phổi. Ung thư thanh quản xảy ra ở 177.000 người vào năm 2018 và dẫn đến 94.800 ca tử vong (tăng từ 76.000 ca tử vong vào năm 1990). Tỷ lệ sống sót sau 5 năm ở Hoa Kỳ là 62,1% (2015–2021).	https://en.wikipedia.org/wiki/Laryngeal_cancer
DOID:263	ung thư thận	Kidney cancer	Ung thư thận hay còn gọi là ung thư thận là một nhóm bệnh ung thư bắt đầu từ thận. Các triệu chứng có thể bao gồm máu trong nước tiểu, khối u ở bụng hoặc đau lưng. Sốt, sụt cân và mệt mỏi cũng có thể xảy ra. Các biến chứng có thể bao gồm lây lan đến phổi hoặc não. Các loại ung thư thận chính là ung thư tế bào thận (RCC), ung thư tế bào chuyển tiếp (TCC) và khối u Wilms. RCC chiếm khoảng 80% số ca ung thư thận và TCC chiếm phần lớn phần còn lại. Các yếu tố nguy cơ đối với RCC và TCC bao gồm hút thuốc, một số loại thuốc giảm đau, ung thư bàng quang trước đây, thừa cân, huyết áp cao, một số hóa chất và tiền sử gia đình. Các yếu tố nguy cơ gây ra khối u của Wilms bao gồm tiền sử gia đình và một số rối loạn di truyền nhất định như hội chứng WAGR. Chẩn đoán có thể bị nghi ngờ dựa trên các triệu chứng, xét nghiệm nước tiểu và hình ảnh y tế. Nó được xác nhận bằng sinh thiết mô. Điều trị có thể bao gồm phẫu thuật, xạ trị, hóa trị, liệu pháp miễn dịch và liệu pháp nhắm mục tiêu. Ung thư thận mới ảnh hưởng đến khoảng 403.300 người và khiến 175.000 người tử vong trên toàn cầu vào năm 2018. Bệnh khởi phát thường sau 45 tuổi. Tỷ lệ sống sót chung sau 5 năm là 78% ở Hoa Kỳ, 73% ở Canada. Sử dụng số liệu thống kê cũ hơn từ năm 2017 và 2018, tỷ lệ sống sót là 70% ở Trung Quốc và 60% ở Châu Âu. Đối với những bệnh ung thư khu trú ở thận, tỷ lệ sống sót sau 5 năm là 93%, nếu đã lan sang các hạch bạch huyết xung quanh là 76% và nếu đã lan rộng là 19%. Ung thư thận được xác định là dạng ung thư phổ biến thứ 13 và chịu trách nhiệm cho 2% số ca ung thư và tử vong trên thế giới. Tỷ lệ mắc bệnh ung thư thận tiếp tục gia tăng kể từ năm 1930. Ung thư thận thường gặp ở người dân thành thị hơn là nông thôn.	https://en.wikipedia.org/wiki/Kidney_cancer
DOID:2841	bệnh hen suyễn	Asthma	Hen suyễn là một bệnh viêm nhiễm lâu dài phổ biến ở đường hô hấp. Nó được đặc trưng bởi các triệu chứng thay đổi và tái phát và giảm chức năng phổi. Các triệu chứng bao gồm các cơn thở khò khè, ho, tức ngực và khó thở. Các triệu chứng hen suyễn đột ngột trở nên trầm trọng hơn, đôi khi được gọi là cơn hen suyễn hoặc cơn hen suyễn trầm trọng hơn, có thể xảy ra khi các chất gây dị ứng, phấn hoa, bụi hoặc các hạt khác được hít vào phổi, khiến các tiểu phế quản co lại và tiết ra chất nhầy, sau đó hạn chế lưu lượng oxy đến phế nang. Những điều này có thể xảy ra một vài lần một ngày hoặc vài lần mỗi tuần. Tùy từng người, các triệu chứng hen suyễn có thể trở nên nặng hơn vào ban đêm hoặc khi tập thể dục. Bệnh hen suyễn được cho là do sự kết hợp của các yếu tố di truyền và môi trường. Các yếu tố môi trường bao gồm tiếp xúc với ô nhiễm không khí và các chất gây dị ứng. Các tác nhân tiềm ẩn khác bao gồm các loại thuốc như aspirin và thuốc chẹn beta. Chẩn đoán thường dựa trên mô hình triệu chứng, đáp ứng với điều trị theo thời gian và xét nghiệm chức năng phổi bằng phép đo phế dung. Bệnh hen suyễn được phân loại theo lượng thuốc cần thiết để kiểm soát các triệu chứng hoặc cơ chế gây ra tình trạng này. Không có cách chữa trị bệnh hen suyễn, nhưng nó có thể được kiểm soát. Các triệu chứng có thể được ngăn ngừa bằng cách tránh các tác nhân gây ra, chẳng hạn như chất gây dị ứng và chất kích thích hô hấp, và ức chế bằng cách sử dụng corticosteroid dạng hít. Thuốc chủ vận beta tác dụng kéo dài (LABA) hoặc thuốc antileukotriene có thể được sử dụng cùng với corticosteroid dạng hít nếu các triệu chứng hen suyễn vẫn không được kiểm soát. Điều trị các triệu chứng xấu đi nhanh chóng thường bằng thuốc chủ vận beta2 tác dụng ngắn dạng hít như salbutamol, corticosteroid dạng uống và liệu pháp oxy. Trong những trường hợp rất nặng, có thể phải dùng corticosteroid tiêm tĩnh mạch và nhập viện. Năm 2023, bệnh hen suyễn ảnh hưởng đến khoảng 363 triệu người trên toàn thế giới và khiến 442.000 người tử vong. Hầu hết các trường hợp tử vong liên quan đến hen suyễn xảy ra ở các nước có thu nhập thấp và trung bình thấp. Bệnh hen suyễn thường bắt đầu từ thời thơ ấu. Nó được công nhận sớm nhất là ở Ai Cập cổ đại. Từ hen suyễn có nguồn gốc từ tiếng Hy Lạp ἆσθμα (âsthma), có nghĩa là 'thở hổn hển'.	https://en.wikipedia.org/wiki/Asthma
DOID:2986	Viêm cầu thận IgA		Không tìm thấy mô tả.	
DOID:2994	ung thư tế bào mầm		Không tìm thấy mô tả.	
DOID:2998	ung thư tinh hoàn	Testicular cancer	Ung thư tinh hoàn là bệnh ung thư phát triển ở tinh hoàn, một phần của hệ thống sinh sản nam giới. Các triệu chứng có thể bao gồm một khối u ở tinh hoàn hoặc sưng hoặc đau ở bìu. Điều trị có thể dẫn đến vô sinh. Các yếu tố nguy cơ bao gồm tinh hoàn ẩn, tiền sử gia đình mắc bệnh và tiền sử ung thư tinh hoàn trước đó. Hơn 95% là u tế bào mầm được chia thành u tinh và không u tinh. Các loại khác bao gồm khối u mô đệm dây sinh dục và u lympho. Chẩn đoán thường dựa trên khám thực thể, siêu âm và xét nghiệm máu. Phẫu thuật cắt bỏ tinh hoàn bằng cách kiểm tra dưới kính hiển vi sau đó được thực hiện để xác định loại. Ung thư tinh hoàn có khả năng điều trị cao và thường có thể chữa được. Các lựa chọn điều trị có thể bao gồm phẫu thuật, xạ trị, hóa trị hoặc ghép tế bào gốc. Ngay cả trong trường hợp ung thư đã lan rộng, hóa trị có tỷ lệ chữa khỏi cao hơn 80%. Trên toàn cầu, ung thư tinh hoàn ảnh hưởng đến khoảng 686.000 người vào năm 2015. Năm đó, căn bệnh này khiến 9.400 người tử vong, tăng từ 7.000 ca tử vong vào năm 1990. Tỷ lệ ở các nước đang phát triển thấp hơn so với các nước phát triển. Bệnh khởi phát phổ biến nhất ở nam giới từ 20 đến 34 tuổi, hiếm khi trước 15 tuổi. Tỷ lệ sống sót sau 5 năm ở Hoa Kỳ là khoảng 95%. Kết quả sẽ tốt hơn khi bệnh vẫn còn cục bộ.	https://en.wikipedia.org/wiki/Testicular_cancer
DOID:3070	u thần kinh đệm ác tính	Glioma	U thần kinh đệm là một loại khối u ác tính có nguồn gốc từ các tế bào thần kinh đệm của não hoặc tủy sống. U thần kinh đệm chiếm khoảng 30% các khối u não và hệ thần kinh trung ương và 80% các khối u não ác tính. Các phân nhóm phổ biến bao gồm u tế bào hình sao (ung thư tế bào hình sao), u nguyên bào thần kinh đệm (một dạng u tế bào hình sao xâm lấn), u tế bào thần kinh đệm ít nhánh (ung thư tế bào ít nhánh) và u màng não thất (ung thư tế bào biểu mô).	https://en.wikipedia.org/wiki/Glioma
DOID:3083	bệnh phổi tắc nghẽn mãn tính	Chronic obstructive pulmonary disease	Bệnh phổi tắc nghẽn mãn tính (COPD) là một tình trạng phổi lâu dài khiến bạn khó thở dần dần. Nó xảy ra khi đường thở và mô phổi bị tổn thương, dẫn đến giảm luồng không khí và giảm hiệu quả trao đổi oxy trong phổi. COPD phát triển dần dần theo thời gian và mặc dù hiện tại không thể chữa khỏi nhưng các phương pháp điều trị và thay đổi lối sống có thể giúp kiểm soát các triệu chứng và làm chậm sự tiến triển của bệnh. Chẩn đoán sớm và điều trị kịp thời được khuyến khích. Tình trạng này bao gồm hai vấn đề liên quan đến phổi: viêm phế quản mãn tính và khí thũng. Viêm phế quản mãn tính liên quan đến tình trạng viêm đường hô hấp liên tục, gây ra tình trạng sản xuất quá nhiều chất nhầy, ho và khó chịu ở ngực. Khí thũng liên quan đến tổn thương các túi khí nhỏ trong phổi, làm giảm khả năng vận chuyển oxy vào máu của phổi. Nhiều người mắc bệnh COPD bị khó thở, ho dai dẳng, thở khò khè và giảm khả năng chịu đựng khi tập thể dục. Các triệu chứng có thể trở nên nghiêm trọng hơn trong các đợt bùng phát cấp tính, có thể do nhiễm virus, vi khuẩn và tiếp xúc với các chất kích thích. Những người mắc bệnh COPD thường biểu hiện sự kết hợp của các triệu chứng này và có thể có thêm các vấn đề sức khỏe khác. COPD có thể phát triển do nhiều yếu tố, thường liên quan đến việc tiếp xúc lâu dài với các chất kích thích phổi. Các yếu tố nguy cơ mạnh nhất là khói thuốc lá, ô nhiễm không khí, bụi nơi làm việc và khói hóa chất. Khói từ nhiên liệu dùng để nấu ăn và sưởi ấm là yếu tố nguy cơ chính ở một số nơi, đặc biệt đối với phụ nữ và trẻ nhỏ. Các yếu tố ảnh hưởng đến sự phát triển của phổi trong giai đoạn đầu đời như nhiễm trùng đường hô hấp, dinh dưỡng kém và ít hoạt động thể chất có thể làm tăng nguy cơ mắc bệnh COPD trong cuộc sống sau này. Di truyền cũng có thể đóng một vai trò. Chẩn đoán COPD thường được xác nhận bằng cách sử dụng các xét nghiệm chức năng phổi để đo mức độ không khí di chuyển vào và ra khỏi phổi. Mặc dù COPD hiện không thể chữa khỏi nhưng việc điều trị có thể cải thiện đáng kể chất lượng cuộc sống. Các phương pháp điều trị phổ biến bao gồm dùng thuốc dạng hít giúp mở đường hô hấp, các chương trình phục hồi chức năng phổi giúp cải thiện thể lực và kiểm soát nhịp thở cũng như liệu pháp oxy cho những người mắc bệnh tiến triển. Việc bỏ hút thuốc được khuyến khích mạnh mẽ cũng như giảm tiếp xúc với các chất kích thích phổi khác. Tính đến năm 2021, COPD ảnh hưởng đến khoảng 213 triệu người trên toàn thế giới. COPD thường xảy ra ở những người trên 35–40 tuổi và nguy cơ tăng theo độ tuổi. Năm 2021, COPD là nguyên nhân gây tử vong lớn thứ tư, chiếm khoảng 5% tổng số ca tử vong. Gần 90% số ca tử vong do COPD ở những người dưới 70 tuổi xảy ra ở các nước có thu nhập thấp và trung bình. Số ca tử vong dự kiến ​​sẽ còn tăng thêm do tiếp tục tiếp xúc với các yếu tố nguy cơ và dân số già đi.	https://en.wikipedia.org/wiki/Chronic_obstructive_pulmonary_disease
DOID:3121	ung thư túi mật	Gallbladder cancer	Ung thư túi mật là một loại ung thư tương đối hiếm gặp, với tỷ lệ mắc dưới 2 trường hợp trên 100.000 người mỗi năm tại Hoa Kỳ. Nó ít phổ biến hơn ở Trung và Nam Mỹ, Trung và Đông Âu, Nhật Bản và miền bắc Ấn Độ; nó cũng phổ biến ở một số nhóm dân tộc như người Mỹ bản địa và người gốc Tây Ban Nha. Ung thư biểu mô tuyến túi mật chiếm khoảng 90% các trường hợp ung thư túi mật. GLOBOCAN 2022 ước tính có 122.469 ca mắc mới và 89.045 ca tử vong do ung thư túi mật vào năm 2022. Nam Trung Á và Đông Á, đặc biệt là Ấn Độ và Trung Quốc, chịu gánh nặng tuyệt đối lớn nhất và một số quốc gia Nam Mỹ, như Bolivia, có tỷ lệ chuẩn hóa theo độ tuổi cao nhất. Điều này nhấn mạnh sự khác biệt giữa các khu vực về tỷ lệ mắc và tử vong do ung thư túi mật. Nếu được chẩn đoán sớm, bệnh ung thư có thể được chữa khỏi bằng cách cắt bỏ túi mật, một phần gan và các hạch bạch huyết liên quan. Tuy nhiên, ung thư thường chỉ được phát hiện sau khi bệnh nhân xuất hiện các triệu chứng như đau bụng, vàng da và nôn mửa, sau đó nó thường lan sang các cơ quan khác như gan. Ung thư túi mật được cho là có liên quan đến sự hình thành sỏi mật, có thể dẫn đến vôi hóa túi mật, một tình trạng được gọi là túi mật sứ. Túi mật sứ cũng hiếm gặp. Một số nghiên cứu chỉ ra rằng những người có túi mật sứ có nguy cơ cao mắc ung thư túi mật, nhưng các nghiên cứu khác lại đặt câu hỏi về điều này. Triển vọng phục hồi rất kém nếu ung thư được phát hiện sau khi các triệu chứng đã bắt đầu xảy ra, với tỷ lệ sống sót sau 5 năm là gần 3%.	https://en.wikipedia.org/wiki/Gallbladder_cancer
DOID:3277	ung thư tuyến ức	Thymus	Tuyến ức (pl.: thymuses hoặc thymi) là một cơ quan bạch huyết nguyên phát chuyên biệt của hệ thống miễn dịch. Trong tuyến ức, tế bào T trưởng thành. Tế bào T rất quan trọng đối với hệ thống miễn dịch thích ứng, nơi cơ thể thích nghi với những kẻ xâm lược từ bên ngoài cụ thể. Tuyến ức nằm ở phần trên phía trước của ngực, ở trung thất trước trên, phía sau xương ức và phía trước tim. Nó được tạo thành từ hai thùy, mỗi thùy bao gồm một tủy trung tâm và một vỏ não bên ngoài, được bao quanh bởi một viên nang. Tuyến ức chứa các tế bào T chưa trưởng thành gọi là tuyến ức. Tế bào lót (tế bào biểu mô) giúp tuyến ức phát triển. Các tế bào T phát triển thành công sẽ phản ứng thích hợp với các thụ thể miễn dịch MHC của cơ thể (gọi là chọn lọc dương tính) chứ không chống lại các protein của cơ thể (gọi là chọn lọc âm tính). Tuyến ức lớn nhất và hoạt động mạnh nhất trong thời kỳ sơ sinh và trước tuổi vị thành niên.  Ở tuổi thiếu niên, tuyến ức bắt đầu giảm kích thước và hoạt động và mô của nó dần được thay thế bằng mô mỡ.  Tuy nhiên, một số tế bào T vẫn tiếp tục phát triển trong suốt cuộc đời trưởng thành. Những bất thường về tuyến ức có thể dẫn đến các bệnh tự miễn, chẳng hạn như hội chứng đa nội tiết tự miễn loại 1 và bệnh nhược cơ, đồng thời cũng có thể làm giảm tổng số tế bào T. Chúng thường liên quan đến ung thư mô tuyến ức, được gọi là u tuyến ức, hoặc các mô phát sinh từ tế bào lympho chưa trưởng thành, chẳng hạn như tế bào T, được gọi là ung thư hạch.  Việc cắt bỏ tuyến ức được gọi là cắt bỏ tuyến ức.  Mặc dù tuyến ức đã được xác định là một phần của cơ thể từ thời Hy Lạp cổ đại, nhưng chỉ đến những năm 1960, chức năng của tuyến ức trong hệ thống miễn dịch mới trở nên rõ ràng hơn.	https://en.wikipedia.org/wiki/Thymus
DOID:3310	viêm da dị ứng	Atopic dermatitis	"Viêm da dị ứng (AD), còn được gọi là bệnh chàm dị ứng, là loại viêm da mãn tính. Viêm da dị ứng cũng thường được gọi đơn giản là bệnh chàm, nhưng ""chàm"" cũng được dùng để chỉ viêm da, một nhóm bệnh về da lớn hơn. Viêm da dị ứng dẫn đến da ngứa, đỏ, sưng và nứt nẻ. Chất lỏng trong suốt có thể chảy ra từ vùng bị ảnh hưởng và dày lên theo thời gian. Hiện tượng dày lên được gọi là lichen hóa.  Viêm da dị ứng ảnh hưởng đến khoảng 20% ​​số người tại một thời điểm nào đó trong cuộc đời họ. Nó phổ biến hơn ở trẻ nhỏ. Phụ nữ bị ảnh hưởng thường xuyên hơn một chút so với nam giới. Hàng triệu người đã thoát khỏi tình trạng này. Mặc dù tình trạng này có thể xảy ra ở mọi lứa tuổi nhưng nó thường bắt đầu từ thời thơ ấu với mức độ nghiêm trọng khác nhau theo năm tháng. Ở trẻ dưới một tuổi, mặt, tay chân và phần lớn cơ thể có thể bị ảnh hưởng. Khi trẻ lớn hơn, các khu vực ở bên trong đầu gối, nếp gấp ở khuỷu tay và quanh cổ thường bị ảnh hưởng nhất. Ở người lớn, tay và chân thường bị ảnh hưởng. Gãi vào vùng bị ảnh hưởng sẽ làm bệnh chàm nặng hơn và làm tăng nguy cơ nhiễm trùng da. Nhiều người bị viêm da dị ứng phát triển bệnh sốt cỏ khô hoặc hen suyễn. Nguyên nhân chưa được biết nhưng được cho là liên quan đến di truyền, rối loạn chức năng hệ thống miễn dịch, phơi nhiễm với môi trường và khó khăn về khả năng thẩm thấu của da. Nếu một người trong cặp song sinh giống hệt nhau bị ảnh hưởng thì người còn lại có 85% khả năng mắc bệnh. Những người sống ở thành phố và nơi có khí hậu khô thường bị ảnh hưởng nhiều hơn. Tiếp xúc với một số hóa chất hoặc rửa tay thường xuyên làm cho các triệu chứng trở nên tồi tệ hơn. Mặc dù căng thẳng về cảm xúc có thể làm cho các triệu chứng trở nên tồi tệ hơn nhưng đó không phải là nguyên nhân. Rối loạn này không lây nhiễm. Chẩn đoán thường dựa trên các dấu hiệu, triệu chứng và tiền sử gia đình. Điều trị bao gồm tránh những thứ khiến tình trạng trở nên tồi tệ hơn, tăng cường hàng rào bảo vệ da thông qua việc chăm sóc da và điều trị tình trạng viêm da tiềm ẩn. Kem dưỡng ẩm được sử dụng để làm cho da bớt khô hơn và ngăn ngừa bùng phát AD. Kem corticosteroid chống viêm được sử dụng để kiểm soát cơn bùng phát. Các loại kem có chứa chất ức chế calcineurin (tacrolimus hoặc pimecrolimus) cũng có thể được sử dụng để kiểm soát cơn bùng phát nếu các biện pháp khác không hiệu quả. Một số loại thuốc kháng histamine có thể giúp giảm ngứa. Những nguyên nhân thường khiến tình trạng trở nên tồi tệ hơn bao gồm mạt bụi nhà, căng thẳng và các yếu tố theo mùa. Chất liệu của quần áo mặc hàng ngày cũng có thể tạo nên sự khác biệt - vải tổng hợp và len thường được cho là có thể khiến tình trạng bệnh trở nên trầm trọng hơn. Quang trị liệu có thể hữu ích ở một số người. Thuốc kháng sinh (bằng đường uống hoặc bôi tại chỗ) thường không hữu ích trừ khi có nhiễm trùng thứ phát do vi khuẩn hoặc người bệnh không khỏe. Việc loại trừ chế độ ăn uống không mang lại lợi ích cho hầu hết mọi người và chỉ cần thiết nếu nghi ngờ dị ứng thực phẩm. Các trường hợp AD nặng hơn có thể cần dùng thuốc toàn thân như ciclosporin, methotrexate, dupilumab hoặc baricitinib. Các tên gọi khác của tình trạng này bao gồm ""chàm ở trẻ sơ sinh"", ""chàm uốn cong"", ""ngứa Besnier"", ""chàm dị ứng"" và ""viêm da thần kinh""."	https://en.wikipedia.org/wiki/Atopic_dermatitis
DOID:3312	rối loạn lưỡng cực	Bipolar disorder	"Rối loạn lưỡng cực (BD), trước đây gọi là trầm cảm hưng cảm, là một rối loạn tâm thần đặc trưng bởi các giai đoạn trầm cảm và tâm trạng tăng cao bất thường, kéo dài vài ngày đến vài tuần và trong một số trường hợp là vài tháng. Nếu tâm trạng phấn chấn trở nên nghiêm trọng hoặc liên quan đến rối loạn tâm thần thì được gọi là hưng cảm; nếu nó không ảnh hưởng đáng kể đến hoạt động thì gọi là hưng cảm nhẹ. Trong cơn hưng cảm, một cá nhân cư xử hoặc cảm thấy tràn đầy năng lượng, vui vẻ hoặc cáu kỉnh một cách bất thường và thường đưa ra những quyết định bốc đồng và liều lĩnh. Thường có rối loạn giấc ngủ trong giai đoạn hưng cảm. Trong thời kỳ trầm cảm, cá nhân có thể khóc, có cái nhìn tiêu cực và thể hiện giao tiếp bằng mắt kém. Những người mắc bệnh BD có nguy cơ tử vong do tự tử cao hơn 11,7 lần so với dân số nói chung. Khoảng 34% cố gắng tự tử trong suốt cuộc đời của họ. Trong số thanh thiếu niên mắc bệnh BD, 78% có hành vi tự làm hại bản thân. Cơ chế của chứng rối loạn tâm trạng này vẫn chưa được hiểu rõ ràng, mặc dù một số nghiên cứu gợi ý các lĩnh vực cần nghiên cứu lâm sàng trong tương lai. Các nghiên cứu MRI về cấu trúc và chức năng đã cho thấy sự khác biệt ở các vùng não ở BD, chẳng hạn như các vùng liên quan đến nhận thức rủi ro-phần thưởng và điều chỉnh cảm xúc. Một đánh giá có hệ thống và phân tích tổng hợp của Murri và những người khác cho thấy mức độ cortisol ""có liên quan đến giai đoạn hưng cảm"" của BD. Tương tự như vậy, nhiều nghiên cứu khác ủng hộ vai trò quan trọng của trục hạ đồi-tuyến yên-tuyến thượng thận (trục HPA). Nguy cơ mắc bệnh BD được cho là bị ảnh hưởng bởi di truyền, môi trường và ADHD. Ở một khía cạnh (khả năng di truyền), yếu tố di truyền có thể chiếm tới 70–90% nguy cơ phát triển bệnh đa dạng sinh học. Ở một khía cạnh khác (tỷ lệ phù hợp), các cặp song sinh giống hệt nhau đều mắc chứng rối loạn lưỡng cực (hoặc cả hai đều không) với tỷ lệ ~40%, trái ngược với các cặp song sinh bị chóng mặt '~5%. Rủi ro về môi trường bao gồm tiền sử lạm dụng trẻ em và căng thẳng lâu dài. Một phân tích tổng hợp và một đánh giá tài liệu phê bình riêng biệt đã cho thấy tiên lượng xấu hơn và khởi phát bệnh BD sớm hơn ở những người bị ngược đãi thời thơ ấu và ""chấn thương tinh thần sớm"". Tương tự như vậy, liên kết chấn thương làm tăng nguy cơ mắc bệnh BD. ADHD làm tăng nguy cơ phát triển rối loạn lưỡng cực. Cần nhiều nghiên cứu hơn để hiểu bản chất của hiệp hội này. Tình trạng này được phân loại là rối loạn lưỡng cực I nếu có ít nhất một giai đoạn hưng cảm, có hoặc không có các giai đoạn trầm cảm và là rối loạn lưỡng cực II nếu có ít nhất một giai đoạn hưng cảm nhẹ (nhưng không có giai đoạn hưng cảm hoàn toàn) và một giai đoạn trầm cảm nặng. Nó được phân loại là cyclothymia nếu có các giai đoạn hưng cảm nhẹ với các giai đoạn trầm cảm không đáp ứng các tiêu chí của các giai đoạn trầm cảm nặng. Nếu những triệu chứng này là do thuốc hoặc vấn đề y tế thì chúng không được chẩn đoán là BD. Thuốc ổn định tâm trạng, đặc biệt là lithium, và thuốc chống co giật, như lamotrigine và valproate, cũng như thuốc chống loạn thần không điển hình được sử dụng để điều trị. Thuốc chống loạn thần không điển hình được sử dụng cho các cơn hưng cảm cấp tính hoặc khi thuốc ổn định tâm trạng không hiệu quả hoặc không được dung nạp, với thuốc tiêm tác dụng kéo dài có sẵn cho những bệnh nhân gặp khó khăn trong việc duy trì chế độ dùng thuốc. Có bằng chứng cho thấy liệu pháp tâm lý cải thiện quá trình BD. Việc sử dụng thuốc chống trầm cảm trong các giai đoạn trầm cảm đang gây tranh cãi: chúng có thể có hiệu quả, nhưng một số loại thuốc chống trầm cảm nhất định sẽ làm tăng nguy cơ hưng cảm. Do đó, việc điều trị các giai đoạn trầm cảm thường khó khăn. Các nghiên cứu trước đây đã phát hiện ra rằng liệu pháp điện giật (ECT) có hiệu quả trong các giai đoạn hưng cảm và trầm cảm cấp tính, đặc biệt với chứng rối loạn tâm thần hoặc căng trương lực; tương tự như vậy, các hướng dẫn trước đây đã khuyến nghị nhập viện tâm thần nếu ai đó gây nguy hiểm cho bản thân hoặc người khác và/hoặc điều trị bắt buộc nếu ai đó từ chối điều trị. Tuy nhiên, Ủy ban về Quyền của Người khuyết tật (CRPD) của Liên hợp quốc đã khuyến nghị bãi bỏ các biện pháp điều trị cưỡng bức và thể chế hóa ""như thuốc an thần, thuốc ổn định tâm trạng, điều trị bằng điện giật và liệu pháp chuyển đổi"". Tỷ lệ mắc chứng rối loạn lưỡng cực trong 6-12 tháng là 1%, trong khi tỷ lệ mắc bệnh suốt đời là từ 1 đến 3%. Tỷ lệ mắc chứng rối loạn lưỡng cực ở trẻ em là 3,9%, mặc dù nghiên cứu ước tính cao hơn với ""tiêu chí lưỡng cực rộng"" và ""độ tuổi tối thiểu lớn hơn"". Độ tuổi khởi phát thường gặp nhất là 24 hoặc 46; sự phân bố tuổi khởi phát là lưỡng kim. Khởi phát sớm hơn có liên quan đến trầm cảm nặng hơn và đồng chẩn đoán lo âu và sử dụng chất gây nghiện thường xuyên hơn. Khoảng 40-60% người mắc bệnh BD đang có việc làm và hơn 80% ""có thể nghỉ làm vì lý do tâm thần trong khoảng thời gian 5 năm."" Các liệu pháp lao động có vẻ hiệu quả về mặt chi phí khi đưa những người mắc bệnh BD trở lại làm việc. Nhận thức xã hội bị suy giảm ở mức độ vừa phải ở những người bị BD, bất kể trạng thái tâm trạng. 16% số người bị BD có chức năng hoạt động cao. Tính đến năm 2021, số người mắc bệnh BD chiếm 183 năm sống với khuyết tật (YLD) trên 100.000 người ở Châu Mỹ (xếp thứ 20 trong số tất cả các tình trạng). Nguy cơ tử vong do nguyên nhân không tự nhiên và tự nhiên cao hơn lần lượt là 7,3 và 1,9 lần. Trung bình, tuổi thọ trung bình ngắn hơn 12,9 năm."	https://en.wikipedia.org/wiki/Bipolar_disorder
